,corr,pvalue
SIDM01181,0.3746746646211356,9.783092472002973e-91
SIDM00535,-0.02510010305936443,0.22835679914997398
SIDM00778,0.3977338934275809,1.324906330836705e-101
SIDM00905,0.11817259278208082,5.095885783308312e-09
SIDM00958,0.23040775313075343,1.2195371449917864e-29
SIDM00212,0.09620859226012003,2.02223161775918e-06
SIDM01003,0.4282104658262054,5.870135102980986e-113
SIDM00048,0.25570948096893387,2.888988913375199e-36
SIDM00334,0.023309150797874694,0.22675463446715913
SIDM01105,0.3517887139333042,2.631010291972918e-78
SIDM00434,0.2487522582268363,1.7122992999919044e-32
SIDM00907,0.3974444122941599,1.2028226243040272e-95
SIDM00940,0.4869404256221216,2.2179298791828032e-172
SIDM00975,0.39211750313678767,1.003575430406493e-99
SIDM00865,0.33864466146279254,1.0671818441605894e-73
SIDM00095,0.13162266089982974,8.328171439312846e-11
SIDM00982,0.45423372757251385,1.0457019613577196e-132
SIDM00182,0.10027366167208925,1.4889218591523005e-07
SIDM00105,0.2166723278741104,6.190179590794804e-29
SIDM01067,0.04196653749298886,0.03894662488733559
SIDM00149,0.14666427814740823,1.1633841098031117e-13
SIDM00935,0.1323500998000936,2.449262428834155e-10
SIDM00638,0.4545585308377079,3.205766006384229e-148
SIDM00284,0.24223167617354374,1.691490873912272e-37
SIDM00466,0.07619932858219311,0.0001507295198732178
SIDM00230,0.1755409455122294,5.604152204850455e-19
SIDM00667,0.35439921236212296,1.371038076256972e-78
SIDM01032,0.06320279531735817,0.0015480806487560245
SIDM01078,0.20540385639210187,1.1739943476093308e-25
SIDM01088,0.3391806357091481,6.909395255975487e-74
SIDM01122,-0.08289312653304529,0.00011356626482239755
SIDM00382,0.3738143388362324,4.923738333567025e-90
SIDM00520,0.3270438877672514,6.54759368868593e-61
SIDM00751,-0.07440583583941028,0.0010176870222858574
SIDM00662,0.15702516863454494,4.572309543085729e-16
SIDM00344,0.24358284534890878,3.703243917609024e-35
SIDM00473,-0.0630609708092547,0.001779334759546796
SIDM00565,0.07658716837970017,0.00012498203555725253
SIDM00098,0.3912587593794397,5.8920297331632515e-95
SIDM00781,0.21964454616478904,5.183476570969709e-27
SIDM00524,0.3308881565426572,2.379568442528836e-70
SIDM00459,0.4010783965380305,4.6196517951773446e-93
SIDM01133,0.23760096022471922,8.986981996272238e-36
SIDM00726,0.31826847343742654,7.609129202465581e-62
SIDM00317,0.4000439276536039,9.915828238067262e-108
SIDM00480,0.24413542699229168,7.720146561375785e-38
SIDM00677,0.3370499740407846,4.4300169251616195e-76
SIDM01074,0.09626976041092036,1.4469858971743065e-06
SIDM00099,0.1260566037145266,8.191080365255615e-10
SIDM00315,0.12443841122906804,3.2954951681256544e-10
SIDM00924,0.1669646533256294,3.012110000321693e-16
SIDM00446,0.45860477110762593,1.5288574517727947e-142
SIDM00186,0.27978136353637684,1.9188049576949724e-44
SIDM01017,0.5141255198438011,9.652753945187483e-167
SIDM01090,0.17482504396154264,3.972397239981338e-19
SIDM01125,0.3020416782806508,8.093794222087258e-60
SIDM00296,0.1092895199312206,7.101185247587802e-08
SIDM01041,-0.028971245973456707,0.1470111711994476
SIDM00770,0.2536135329415008,5.7767170237187033e-39
SIDM00100,0.05517188984028922,0.00527839509339961
SIDM00391,0.26122188335998936,9.624173941511343e-41
SIDM00462,-0.16983009700548982,2.9804063330298135e-18
SIDM00516,0.17430601238157128,2.0169117052344166e-19
SIDM00225,0.37040670579762924,2.6529512235326205e-82
SIDM00303,-0.0004804150017692784,0.9805942474800198
SIDM00392,0.40216180680655894,9.711547647735565e-103
SIDM00948,0.3687478033924121,3.545463031582296e-74
SIDM01140,-0.015910977229189712,0.4316351662107476
SIDM01098,0.37684598582709267,7.487458857390994e-95
SIDM00513,0.2458551362258027,8.681937842881138e-39
SIDM00554,0.08294845522704836,5.0150419189102774e-05
SIDM00628,0.21319180378804026,7.577800623624081e-30
SIDM00699,0.43975546317977016,1.5004615834155785e-131
SIDM00197,0.3262322224249716,2.8964870817972086e-57
SIDM00491,0.1787618823296398,2.4316225176498154e-19
SIDM00599,0.2926076315098569,3.780276620818274e-51
SIDM01036,0.3814868297137134,6.055265135060016e-91
SIDM01162,0.3967438034206815,5.864409087267498e-102
SIDM01034,0.4098892291402331,1.2526194975520338e-101
SIDM00196,0.02568621332771467,0.21877498916876692
SIDM00721,0.3242284701630988,2.916767483241289e-68
SIDM01210,-0.08963827390576604,3.058075347597575e-05
SIDM00777,0.36029931962582573,5.939131815503588e-87
SIDM00973,0.43151193473257987,2.2415640955806884e-117
SIDM00082,0.43630925359499745,3.3134415872050695e-129
SIDM00641,0.5079126426867004,5.7739842528370125e-173
SIDM00526,0.19372039280960218,2.7044724836222174e-22
SIDM00384,0.19569910697103712,1.5182486537403563e-21
SIDM00179,0.13426682128862152,8.630129799798789e-12
SIDM00215,0.2933010589364226,1.1951115805222714e-51
SIDM00889,0.00491642209629131,0.8171969683312881
SIDM00234,0.15122943061002672,2.6310271221300686e-15
SIDM00994,0.46245339480108577,2.2441338671852434e-136
SIDM00849,0.11705388959642778,8.435952335005908e-08
SIDM00377,0.28345350691602783,1.924140100513546e-46
SIDM00326,0.2320087924907867,5.2018894198409275e-34
SIDM00413,0.4004789694423099,1.5479237957046776e-99
SIDM00534,0.2838982723823644,5.222797359609767e-49
SIDM01242,0.1817112525967871,1.5497177198212404e-22
SIDM00214,0.2043999832003157,2.3156691420867568e-26
SIDM00240,-0.0419094858071043,0.04460227511671247
SIDM00987,0.046873088393844325,0.022013514571114702
SIDM00217,0.12414481979928722,9.851001323063192e-11
SIDM00342,0.2590731891574285,7.846471944066511e-36
SIDM00716,0.2513528956349608,1.1986665757919124e-40
SIDM01083,0.09442211319247673,1.5301565976444864e-06
SIDM00232,0.16855249468242753,1.8772782996620215e-17
SIDM00335,0.09439981958423578,1.9697366335823984e-06
SIDM00970,0.1453879691555241,1.3617943378848576e-12
SIDM00974,0.4375183860562612,3.4364441296688724e-128
SIDM01028,0.4054603557818198,5.777613855749596e-106
SIDM01116,0.46241586791006284,1.390908063333475e-141
SIDM00373,0.14345875553434334,6.938639823263053e-13
SIDM00803,0.3573998362597094,8.628266448531266e-81
SIDM00101,0.4183920592721583,2.0718600290119044e-116
SIDM01070,0.27701068939778073,2.675433613786405e-49
SIDM01172,0.27592478321803443,2.573024539518512e-44
SIDM00598,-0.08712080070060581,2.6453985492930617e-05
SIDM00886,0.4872026866947542,6.583814076033901e-151
SIDM00608,0.36804176610234185,2.3469836859637912e-83
SIDM00562,0.2775058939404838,1.7510166433334187e-47
SIDM00405,0.409893434144572,1.1443643910151987e-97
SIDM00749,0.016562489601351274,0.4203780770906125
SIDM00587,-0.04360641930844114,0.031073747822885137
SIDM00489,0.10102927002499319,2.831378841215882e-07
SIDM00794,0.0019221297962539843,0.9313188069361718
SIDM00885,0.39782249800878167,6.130504459989635e-107
SIDM01233,0.051856977139727915,0.015744467332681006
SIDM00396,0.23619051235798805,2.7502745880352837e-30
SIDM00447,0.15370336697020037,4.553749695863265e-14
SIDM00488,0.18171496502712867,7.241333115811011e-22
SIDM00108,0.24530211781990402,5.549574139831321e-35
SIDM00673,0.3197309583898764,3.1715929718025156e-65
SIDM00832,0.15722808951275982,1.7441183996477472e-16
SIDM00086,0.3787276120192951,4.613980806772977e-84
SIDM00421,0.19045350553570284,3.1376918391557196e-22
SIDM00134,-0.03886530124439174,0.055465783528966466
SIDM00388,0.4360180165515402,4.70287236352668e-113
SIDM00738,0.27309502076280495,4.525886424607011e-45
SIDM01217,0.4869137447595416,3.548425656211179e-152
SIDM00120,0.29364789800510316,1.5381065810244518e-52
SIDM00121,0.38678052315650446,1.901173645114003e-89
SIDM00934,0.30110950257528685,8.642436978634577e-61
SIDM01151,0.17274000400130693,8.614346778831203e-19
SIDM00618,0.041335339595221655,0.0396786632221481
SIDM00369,0.22299266001875132,8.180119564671423e-31
SIDM00661,0.3074763578819069,2.6486517703673887e-54
SIDM01259,0.2652389731672684,1.7624796251505408e-39
SIDM00981,0.4733921108853329,1.7887205965953437e-143
SIDM01110,0.3245183514656551,4.150180278000481e-70
SIDM00657,0.3216174516327973,3.090457311175343e-59
SIDM00831,0.326044477093026,3.541225770853598e-70
SIDM01146,0.34068888663131325,4.2509771013008974e-72
SIDM00636,0.2563326063520653,4.163179294341877e-40
SIDM00083,0.1384260843582864,1.0302136580890284e-11
SIDM00700,0.21549065437549408,1.0067441187363608e-29
SIDM00359,-0.07660409064784134,0.0001984635268077716
SIDM00155,0.17754601368399658,4.7923505137213497e-20
SIDM00627,0.2302600913169431,5.95243937631886e-33
SIDM00754,0.29938995933571977,7.610159531018227e-55
SIDM00917,0.38496536146556815,1.2181520433843337e-89
SIDM01179,0.3212211008090333,2.4419977778560945e-62
SIDM00223,0.32362210005237724,1.578688272926307e-64
SIDM01008,0.284144233440255,1.5255160823999268e-48
SIDM00797,0.18073706718959504,5.568885590248207e-22
SIDM00817,0.4017976134149617,1.6793271371477276e-102
SIDM00419,0.3299110649187243,7.827863108399682e-61
SIDM00254,0.30683473814568246,1.2980055618145321e-59
SIDM01047,0.2307573957964993,1.6642065446078928e-26
SIDM00276,0.27460015647373587,3.8362944613462264e-47
SIDM00763,0.2554286074922116,1.5690494605444886e-38
SIDM00222,-0.02202666218808655,0.30318793168141783
SIDM00992,0.24271578881883235,1.8817010085886176e-36
SIDM01086,0.3056384944455838,5.270736757248928e-49
SIDM01120,0.4061045102552451,2.3969284431155505e-109
SIDM01137,0.11969343725855638,4.148089934128833e-09
SIDM01184,0.21837409975760527,7.322677978415342e-27
SIDM00567,0.4063184442812794,5.302655253771965e-111
SIDM00695,0.436341829614688,1.9181887522284939e-115
SIDM00996,0.4285742083812518,3.1959626075542065e-128
SIDM01020,0.2744770362589262,1.2475327997087167e-43
SIDM00064,0.12010441555309564,5.013668868138814e-10
SIDM00424,0.5448733137934417,8.6467806330195485e-193
SIDM00418,0.34589487174521893,9.710728216106357e-73
SIDM00888,0.4494997169660558,2.3198538654945184e-135
SIDM00728,0.2518131402668667,1.6069032477706408e-38
SIDM00265,0.3145076025007053,2.217936122366286e-61
SIDM00404,0.31183875278812934,3.546951463253652e-57
SIDM00096,0.2902876225687132,1.7335337603666608e-50
SIDM00898,0.2668139759292026,1.0155625026516613e-43
SIDM00919,0.22430059905147826,1.159255889581311e-31
SIDM00976,0.3730292697108349,1.5812026291453126e-94
SIDM01229,0.34046042199403626,5.69555652689181e-72
SIDM00651,0.4208766692803758,3.55046712441179e-116
SIDM00458,0.34875312172346007,2.0573364128088827e-72
SIDM00267,0.29056867500112743,1.5079281875666502e-51
SIDM00279,0.26328107063605477,2.0007604908127525e-44
SIDM00180,0.43456616831811934,4.964219614933858e-127
SIDM00652,0.34751395066410823,2.251574902622311e-74
SIDM00614,0.23472150940127956,4.896105314382758e-34
SIDM00654,0.18811268051660104,7.575784601103686e-23
SIDM00343,0.20750622443197253,2.0479339010427233e-27
SIDM00666,0.33594792031512183,1.2085666314408526e-72
SIDM00445,0.30656398671318325,5.1839992319855335e-61
SIDM00649,0.10315140108364133,9.565600192670155e-08
SIDM00356,0.2812173853290689,8.222971762214769e-45
SIDM01050,0.014433763794430237,0.4895814342911671
SIDM00556,0.48160840279772343,2.4442311170595283e-155
SIDM00486,-0.020128511907867165,0.34732163646095404
SIDM00820,0.33916766710495827,6.4791546437623e-70
SIDM00115,0.43156182406341254,1.6064341049244804e-125
SIDM01006,0.2650891250012674,1.0921875192611086e-38
SIDM00426,0.38077789440096305,3.541617042971503e-90
SIDM00941,0.4877707960777215,4.5251591143738296e-151
SIDM01126,0.2880260982543141,1.9532632802991152e-51
SIDM00195,0.1645332701634866,1.2861707435906685e-17
SIDM01004,0.40727858688455154,4.0221041957886607e-103
SIDM00620,0.3403246084272667,4.7049874221869395e-64
SIDM00312,0.3974472417106513,2.2579290017184664e-101
SIDM01060,0.1714971838028466,1.1171466642551987e-18
SIDM00690,0.11874413636617559,1.8161066831453002e-09
SIDM01018,0.46171485303152515,5.387457832934264e-136
SIDM00187,0.2660052630797574,2.305078949562226e-47
SIDM00676,-0.1055972346647694,2.018943082913398e-05
SIDM01139,0.08082621371333139,3.8721294799437605e-05
SIDM00910,0.11637838507590544,1.0129673624137291e-08
SIDM00539,0.3164341614505897,8.747604340122285e-68
SIDM00185,0.31090459739131193,1.961759960143298e-62
SIDM00557,0.24281493330049472,3.342893320423966e-36
SIDM00220,0.2847463941966372,1.6007751371960182e-54
SIDM00798,0.37543829630745285,9.387798368135174e-88
SIDM00782,0.01690929469871835,0.3935568453822049
SIDM00467,0.22623329322078206,1.1783585363157674e-30
SIDM01102,0.33160024754463113,4.645151543891077e-67
SIDM00864,0.17572273799117538,9.42563058218783e-20
SIDM00494,0.15082218111791657,4.1432286582614703e-14
SIDM00844,0.46059017745309594,2.6533026433946654e-132
SIDM00686,-0.10624986508804363,1.7426289803266053e-06
SIDM00680,0.1797094543485029,3.17335577271059e-20
SIDM00097,0.2179234710761611,1.1572709425180308e-29
SIDM01024,0.08677496350237593,5.725888564613906e-06
SIDM00750,-0.10550622939962888,2.7399087426020278e-06
SIDM00043,0.10830352324473495,5.7544621321448585e-08
SIDM01198,0.39489349730330275,1.4428978134927996e-102
SIDM00503,-0.026408840932856836,0.2288468018882404
SIDM00681,-0.14756139202703428,1.6380040989073552e-11
SIDM00247,0.3377227872458459,3.2960388415662036e-75
SIDM00953,0.31375272010580607,6.919850640736104e-63
SIDM00879,0.027011741064033885,0.16545454317620542
SIDM01111,0.5212457258310276,3.319472384829091e-188
SIDM00111,0.23366466204608438,8.244415852354356e-32
SIDM00547,0.29537828169605745,1.886423009259272e-52
SIDM00578,0.1014395978135646,1.1111453641507106e-07
SIDM00799,0.372940759490685,1.2350082159706926e-84
SIDM00515,0.224356896750619,2.830971824795192e-26
SIDM00607,-0.00659054917759423,0.7473268627137564
SIDM00047,0.3295613481071459,1.0690484042229813e-71
SIDM01187,0.2888188772799645,1.7579652525613485e-52
SIDM00810,0.4049952570020344,6.178140556267944e-103
SIDM00550,0.3133826058464813,2.5251503156449885e-60
SIDM01173,0.327090796392948,4.382995559050672e-64
SIDM00386,0.441056752947657,2.961828251095475e-121
SIDM00532,0.2158449953262064,2.745461699258057e-26
SIDM00479,0.2362473599062055,2.2281696181640597e-33
SIDM00899,0.1944924309379073,5.238793990951055e-21
SIDM00119,0.13254558901292154,1.8364045276259743e-10
SIDM00629,0.3432514442776326,8.2237226338500215e-75
SIDM00949,0.35485811279796187,4.432202930609535e-75
SIDM01099,0.35598093107897005,5.177872767711212e-83
SIDM00348,0.05605814399245377,0.004964663951311195
SIDM01103,0.4205572902599184,3.363755632285282e-111
SIDM00209,0.06529133189213503,0.0009953977024184195
SIDM00358,0.2633279678534964,1.6846782245544061e-43
SIDM00352,0.34384015688897845,6.495882653909544e-75
SIDM00302,0.340719687200369,1.0559710345589869e-72
SIDM00517,0.14710575029437414,8.030800854094351e-15
SIDM01057,0.3996558386754916,3.378284118450034e-95
SIDM01042,0.20940475445740403,1.6644473932719973e-26
SIDM00411,0.14248615971816167,4.779782662359977e-13
SIDM00769,0.2060359218323018,1.0896539710185371e-27
SIDM00927,0.16011208871904387,6.845190147629242e-17
SIDM01016,0.2819110704543653,5.005314708524458e-46
SIDM01010,0.3093547157198312,2.2005765215826536e-56
SIDM00813,0.2299682281723043,3.780409259575906e-30
SIDM00715,0.08114970572016929,5.788054203488978e-05
SIDM00531,-0.15106315780876103,3.5966069335974756e-13
SIDM00625,0.30833431477791123,1.3685281275463767e-54
SIDM00596,0.15326583063280874,1.1146531767205353e-15
SIDM00995,-0.045688347096483256,0.03486228472654434
SIDM01127,0.19627058349824864,2.4621417005580657e-24
SIDM00349,-0.001969805568434381,0.9257139212614893
SIDM00175,0.38350861559420796,1.9487112474095935e-96
SIDM00351,0.34520149068197187,1.872814437699097e-74
SIDM00884,0.23956091084830206,2.6209614809645837e-35
SIDM01012,0.44206383000993776,7.39807952817601e-123
SIDM00538,0.409324731781349,7.156576692604798e-108
SIDM01009,0.319724653476152,5.192559067767991e-65
SIDM01026,0.3210079655810839,1.112161693312056e-67
SIDM01112,0.38152052217856336,1.0275207573934941e-91
SIDM01240,0.047742910225048237,0.02074798933575357
SIDM01247,0.35004825975202813,1.2730165615896983e-75
SIDM00041,0.2056471769523063,1.9746884489942267e-25
SIDM00530,0.23325637543871902,1.0427571262456603e-33
SIDM01044,0.0510254332792933,0.009356878104540334
SIDM00023,0.14639077472399245,1.4924214320531212e-14
SIDM00988,0.1464013057782304,1.406367299413944e-13
SIDM00575,0.1535051245198434,4.748391389291376e-16
SIDM01058,0.16243922892919027,7.117296496387979e-14
SIDM00789,0.3209535898786296,2.050440313451713e-68
SIDM00216,0.2726190096267369,5.354862245632458e-42
SIDM00875,0.04055741695832154,0.04564503358283492
SIDM00860,0.3988509867877527,7.043777565176207e-100
SIDM00962,0.2183948199606322,7.166399633455506e-26
SIDM00998,0.129319439068028,1.1214386291354914e-10
SIDM01097,0.4608694161081608,3.739785742754355e-141
SIDM00678,-0.0406105556140251,0.05319648990953319
SIDM00623,0.30305856397882414,1.3491256919468454e-51
SIDM01001,0.40512175938791956,1.1621636206272159e-108
SIDM00330,0.23433807041876625,4.7314716736727e-34
SIDM00808,0.30428226699992483,1.1122494623930174e-56
SIDM00123,0.28845301725801054,4.181429198119962e-53
SIDM00151,-0.04423520708434205,0.03150190377920987
SIDM00454,0.034148399102027466,0.12020257035012348
SIDM00791,0.26661468316540565,5.805282749959821e-43
SIDM00758,0.38750318624949026,6.11892945876347e-99
SIDM01025,0.1438280455519821,7.024163707764675e-13
SIDM00564,0.2334123014538399,4.836281443468126e-36
SIDM00795,0.3536155315803378,3.409258776189508e-81
SIDM00926,0.14597216356077067,5.728586860891772e-14
SIDM00172,-0.03435024755169846,0.13906188529822044
SIDM00586,0.03410850390085164,0.10122822825337371
SIDM00306,0.22397374671476553,9.211158846854123e-31
SIDM00311,0.23813350139469303,8.124269665037223e-33
SIDM00582,0.21775923061440344,1.049350964594467e-25
SIDM01087,0.1685086459738926,1.2406787763992945e-16
SIDM00423,0.4480402059201822,8.040129176891401e-116
SIDM00816,0.36188943052673717,3.766055904796679e-80
SIDM01092,0.4246540174452657,5.126896851593927e-119
SIDM00107,0.4143651448000951,2.3804385231766528e-120
SIDM00400,0.3870394312454525,9.209995271683016e-89
